,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blue_top_lane_first_tower,blue_mid_lane_first_tower,blue_bot_lane_first_tower,red_top_lane_first_tower,red_mid_lane_first_tower,red_bot_lane_first_tower,blue_earth_dragon,blue_air_dragon,blue_fire_dragon,blue_water_dragon,blue_elder_dragon,red_earth_dragon,red_air_dragon,red_fire_dragon,red_water_dragon,red_elder_dragon,blueWins
2850,24611,2847,44,8.8,333,84,0,9,11,11,38,11,0,0,0,0,0,0,0,1,1,0,27923,3128,48,9.6,393,87,0,11,9,9,34,15,1,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
19212,27420,2980,44,8.8,295,74,0,14,11,17,37,12,1,0,1,0,0,1,0,1,1,0,25962,2847,44,8.8,296,88,0,11,14,12,34,9,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12638,30946,3621,48,9.6,326,79,0,21,11,20,34,8,1,0,2,1,0,1,0,1,2,0,25676,3166,45,9.0,339,64,0,11,21,9,73,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
26710,23695,4965,46,9.2,379,78,0,6,11,4,42,14,0,0,0,0,0,0,0,0,0,0,28607,3927,45,9.0,426,68,0,11,6,19,35,18,1,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4460,25440,3215,47,9.4,409,73,0,6,11,6,33,13,0,0,0,0,0,0,0,0,1,0,26879,6049,46,9.2,377,83,0,11,6,16,30,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23232,30041,1876,50,10.0,353,114,0,17,8,17,109,4,0,0,0,0,0,0,0,1,1,1,22753,2268,45,9.0,332,64,0,8,17,6,60,8,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14908,23210,3735,44,8.8,349,84,0,7,9,7,30,10,0,0,0,0,0,0,0,1,1,0,24343,3593,44,8.8,389,66,0,9,7,16,32,11,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6623,24673,3748,45,9.0,369,79,0,8,12,8,30,6,0,0,1,0,0,1,0,1,1,0,28715,2265,47,9.4,386,75,0,12,8,15,39,6,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9306,30066,4756,46,9.2,360,75,0,17,10,22,31,16,0,0,0,0,0,0,0,1,2,0,26559,1185,44,8.8,361,83,0,10,17,9,109,11,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
24721,27994,1604,46,9.2,290,86,0,19,12,27,66,4,0,0,0,0,0,0,0,0,1,0,27990,2395,46,9.2,330,104,0,12,19,10,62,10,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8490,28620,2532,48,9.6,349,88,0,14,10,13,54,4,1,0,1,1,0,0,0,1,1,1,26612,4752,47,9.4,371,81,0,10,14,18,27,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9867,51193,4493,74,14.8,151,0,0,39,34,92,0,0,0,1,2,2,0,0,1,0,0,0,47268,3063,72,14.4,163,0,0,34,39,96,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,26836,1983,45,9.0,358,63,0,11,11,16,34,9,0,0,0,0,0,0,0,0,0,1,26082,4782,48,9.6,338,102,0,11,11,18,25,11,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
5669,28490,2520,46,9.2,347,58,0,16,12,20,29,15,0,0,0,0,0,0,0,1,1,0,26291,2466,46,9.2,318,63,0,12,16,14,40,9,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12031,4897,2897,11,2.2,31,16,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,5845,3345,12,2.4,45,8,0,3,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21372,26335,3505,47,9.4,325,85,0,10,6,13,29,4,1,0,1,0,1,0,0,1,1,1,22358,1533,43,8.6,330,73,0,6,10,6,25,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
25490,26885,2645,48,9.6,331,87,0,14,5,13,26,5,0,0,0,0,0,0,0,0,1,0,23136,4636,44,8.8,337,91,0,5,14,3,23,6,1,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2378,26950,2797,46,9.2,341,84,0,12,14,19,36,13,1,0,1,0,0,1,0,0,0,1,28649,3419,48,9.6,344,77,0,14,12,25,107,12,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
15623,27620,4885,48,9.6,400,75,0,10,6,13,30,18,1,0,1,1,0,0,0,0,1,1,24759,2874,47,9.4,402,88,0,6,10,6,45,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
4172,5184,3184,13,2.6,34,20,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4671,2171,13,2.6,46,14,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12391,45868,6678,71,14.2,182,0,0,29,26,74,41,0,0,0,1,1,0,0,0,0,0,0,45994,1299,70,14.0,198,0,0,26,29,46,4,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12742,25432,3992,44,8.8,328,70,0,10,15,16,33,9,0,0,0,0,0,0,0,0,0,0,28219,2208,47,9.4,381,79,0,15,10,10,28,6,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16103,27469,4173,48,9.6,353,72,0,16,9,21,35,11,0,0,0,0,0,0,0,1,2,1,25711,3311,47,9.4,342,95,0,9,16,18,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
21945,28591,3281,47,9.4,332,101,0,14,5,27,36,13,1,0,2,2,0,0,0,1,2,1,22088,2243,43,8.6,330,61,0,5,14,7,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
14010,26151,2518,45,9.0,308,70,0,11,5,20,34,11,0,0,0,0,0,0,0,1,2,0,24603,3755,43,8.6,352,72,0,5,11,6,30,8,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
365,22740,980,44,8.8,327,82,0,5,10,11,70,11,0,0,0,0,0,0,0,0,0,0,26740,3715,45,9.0,363,86,0,10,5,14,63,7,1,0,2,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2103,23486,2988,45,9.0,351,67,0,6,11,7,39,10,0,0,0,0,0,0,0,0,0,0,25570,4890,48,9.6,385,57,0,11,6,14,107,11,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
20143,28873,5598,47,9.4,376,74,0,18,8,24,47,12,0,0,1,1,0,0,0,1,2,0,25243,2253,44,8.8,365,69,0,8,18,5,37,11,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
689,24492,1584,45,9.0,371,72,0,7,12,12,28,14,0,0,0,0,0,0,0,0,0,0,28353,2373,48,9.6,401,76,0,12,7,18,40,9,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18221,23796,4159,44,8.8,281,75,0,11,19,9,44,10,0,0,0,0,0,0,0,0,0,0,29829,4934,47,9.4,363,69,0,19,11,21,27,10,1,0,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24104,25714,3769,46,9.2,367,88,0,7,10,9,27,7,0,0,0,0,0,0,0,0,0,0,26494,5304,47,9.4,369,93,0,10,7,12,27,9,1,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
19259,25402,3087,45,9.0,297,15,0,13,25,22,29,3,0,0,1,1,0,0,0,0,0,0,31892,2987,48,9.6,316,121,0,25,13,23,50,7,1,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9732,24275,2065,45,9.0,372,80,0,4,8,6,36,12,1,0,1,0,0,1,0,1,1,0,24974,3173,45,9.0,343,76,0,8,4,7,29,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5710,25138,2276,44,8.8,336,80,0,6,22,7,39,12,1,0,1,0,1,0,0,0,0,1,32266,7606,50,10.0,328,88,0,22,6,36,37,22,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16034,27195,4784,46,9.2,323,70,0,14,13,30,63,3,0,0,0,0,0,0,0,0,0,0,26511,5041,44,8.8,296,79,0,13,14,14,66,7,1,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20884,22760,810,36,7.2,261,36,0,13,6,10,28,1,0,1,4,4,0,0,1,1,1,1,14901,851,27,5.4,118,21,0,6,13,8,11,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15228,28525,4680,49,9.8,394,116,0,9,8,10,57,12,1,0,2,0,1,1,0,0,0,1,25592,4177,46,9.2,343,86,0,8,9,10,46,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1093,29368,3912,46,9.2,341,107,0,18,12,23,55,10,1,0,2,0,0,2,0,1,1,1,26532,4022,46,9.2,310,88,0,12,18,15,31,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18965,26293,4593,46,9.2,390,78,0,10,4,13,70,9,1,0,1,1,0,0,0,0,0,1,22407,4982,46,9.2,348,84,0,4,10,6,26,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6718,27152,1922,47,9.4,379,80,0,11,12,15,33,7,1,0,1,0,0,1,0,1,2,1,28549,4389,50,10.0,376,100,0,12,11,15,36,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26620,22083,1278,44,8.8,365,91,0,2,14,1,72,7,0,0,0,0,0,0,0,0,0,0,29062,4367,47,9.4,417,70,0,14,2,23,63,13,1,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15899,24370,2273,45,9.0,344,53,0,11,18,9,66,10,0,0,0,0,0,0,0,1,2,0,31292,4362,51,10.2,398,86,0,18,11,24,29,36,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16544,22529,1724,43,8.6,302,66,0,7,15,8,69,8,0,0,0,0,0,0,0,1,2,0,25764,3454,47,9.4,325,78,0,15,7,17,80,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
203,28312,3867,47,9.4,376,88,0,12,9,21,44,12,0,0,1,0,0,1,0,0,0,1,26919,4646,48,9.6,388,84,0,9,12,12,33,17,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
20324,57359,8571,59,11.8,281,28,0,56,43,53,27,4,0,0,3,0,1,2,0,0,0,0,50315,2282,53,10.6,233,28,0,43,56,38,64,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24018,23126,3916,46,9.2,336,92,0,7,4,8,41,12,0,0,0,0,0,0,0,1,2,1,23475,3465,46,9.2,391,84,0,4,7,4,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
25417,23540,795,45,9.0,347,58,0,8,12,6,25,11,0,0,0,0,0,0,0,0,0,0,25010,3277,43,8.6,306,77,0,12,8,17,27,4,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4933,46770,4395,72,14.4,179,0,0,30,26,60,58,2,1,0,1,1,0,0,0,0,0,0,44939,1581,71,14.2,172,0,0,26,30,68,41,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10006,27691,2896,47,9.4,354,89,0,14,10,16,34,10,1,0,1,0,1,0,0,0,1,1,24985,1325,44,8.8,354,68,0,10,14,10,28,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
26784,24672,1717,42,8.4,314,73,0,9,21,10,22,13,0,0,0,0,0,0,0,0,0,1,32616,3635,49,9.8,397,75,0,21,9,27,36,7,1,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1230,26518,2043,47,9.4,400,87,0,7,2,9,63,11,1,0,1,0,1,0,0,0,0,1,24308,2408,45,9.0,385,122,0,2,7,5,67,11,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15796,23267,3371,44,8.8,354,77,0,5,15,5,30,13,0,0,1,0,1,0,0,1,1,1,29547,3832,49,9.8,416,93,0,15,5,20,126,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19430,27172,3617,46,9.2,387,75,0,10,5,3,29,11,1,0,2,1,0,1,0,1,1,1,23839,1804,45,9.0,367,77,0,5,10,3,80,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7957,26770,2270,44,8.8,396,77,0,7,14,13,35,12,1,0,2,0,2,0,0,0,0,1,28098,2640,44,8.8,386,83,0,14,7,21,44,12,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19299,26337,4592,46,9.2,316,66,0,13,9,23,25,5,0,0,0,0,0,0,0,0,0,1,25712,4697,47,9.4,379,94,0,9,13,7,33,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25607,29907,3404,49,9.8,366,59,0,18,15,9,33,22,1,0,2,1,1,0,0,0,0,1,28546,4021,51,10.2,371,85,0,15,18,10,62,6,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
23986,24224,939,43,8.6,290,74,0,10,18,13,26,9,0,0,0,0,0,0,0,0,1,0,30338,6303,49,9.8,379,88,0,18,10,13,115,8,1,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24685,29411,1466,48,9.6,382,61,0,12,21,14,41,11,1,0,1,0,0,1,0,0,0,0,30379,4234,47,9.4,381,76,0,21,12,19,34,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4251,28639,4669,44,8.8,326,72,0,14,16,19,30,5,0,0,0,0,0,0,0,1,1,1,28468,3143,43,8.6,332,51,0,16,14,38,31,14,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15020,27851,1711,47,9.4,310,88,0,15,14,21,27,10,1,0,1,0,1,0,0,1,1,0,26462,3788,44,8.8,273,66,0,14,15,26,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13440,30909,4419,47,9.4,389,92,0,17,8,18,50,13,1,0,3,0,0,3,0,1,1,1,22531,3556,41,8.2,296,44,0,8,17,9,106,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12226,30686,2351,49,9.8,388,97,0,18,7,15,23,8,1,0,2,1,1,0,0,1,2,1,23757,4217,45,9.0,316,59,0,7,18,8,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
19109,33790,4775,52,10.4,367,124,0,22,7,19,70,7,1,0,3,1,2,0,0,1,1,1,23449,1815,42,8.4,303,55,0,7,22,9,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20674,32118,3560,49,9.8,384,90,0,21,6,38,28,8,1,0,1,0,0,1,0,1,1,0,24377,3825,45,9.0,370,80,0,6,21,10,33,6,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4334,24196,3806,43,8.6,331,89,0,7,17,8,30,7,0,0,0,0,0,0,0,0,0,1,28752,3667,49,9.8,355,92,0,17,7,23,27,9,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10744,31554,7039,50,10.0,359,66,0,22,13,16,40,11,0,0,1,0,0,1,0,0,0,0,24828,1243,45,9.0,303,68,0,13,22,10,25,6,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26178,27688,2923,47,9.4,310,80,0,17,16,31,34,10,0,0,0,0,0,0,0,0,1,1,28079,5329,48,9.6,326,92,0,16,17,22,31,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16767,24603,1738,47,9.4,349,63,0,9,17,8,53,6,0,0,0,0,0,0,0,0,0,0,29956,2526,50,10.0,377,93,0,17,9,17,51,7,1,0,2,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13680,28647,3237,49,9.8,427,97,0,12,5,16,36,9,0,0,1,1,0,0,0,1,1,1,23415,1695,44,8.8,357,84,0,5,12,5,25,9,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7485,21193,2673,43,8.6,339,65,0,4,7,2,36,7,0,0,0,0,0,0,0,0,0,0,27336,4151,46,9.2,399,97,0,7,4,9,41,16,1,0,2,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12945,32688,4418,47,9.4,353,57,0,25,12,26,33,4,0,0,2,1,1,0,0,0,0,1,25436,2681,45,9.0,258,77,0,12,25,12,22,5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4886,25096,3251,46,9.2,354,62,0,10,9,8,31,7,0,0,0,0,0,0,0,0,0,0,26359,4574,47,9.4,398,82,0,9,10,6,25,11,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
857,23558,3523,45,9.0,363,93,0,5,3,8,70,10,0,0,0,0,0,0,0,1,2,1,23575,2135,47,9.4,388,100,0,3,5,4,72,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
16754,24342,2915,46,9.2,322,90,0,6,9,7,26,8,1,0,1,0,1,0,0,0,1,1,26669,5834,48,9.6,369,87,0,9,6,9,31,8,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6539,23159,3304,43,8.6,314,60,0,8,19,10,58,5,0,0,0,0,0,0,0,0,0,0,31086,3421,50,10.0,359,95,0,19,8,21,64,5,1,0,2,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18945,25734,2579,44,8.8,340,80,0,13,14,16,29,18,0,0,0,0,0,0,0,0,0,0,29274,3864,48,9.6,386,100,0,14,13,17,36,10,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20185,27011,2511,45,9.0,297,92,0,14,16,19,28,5,0,0,0,0,0,0,0,1,2,1,25804,6929,41,8.2,278,20,0,16,14,29,28,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
21839,24697,3022,43,8.6,328,63,0,9,22,9,28,6,0,0,1,0,0,1,0,0,0,0,31258,1533,50,10.0,321,82,0,22,9,25,30,4,1,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22148,23401,1053,44,8.8,378,48,0,4,8,4,28,14,0,0,0,0,0,0,0,0,0,1,26327,1785,47,9.4,409,72,0,8,4,11,36,11,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12682,28803,2675,46,9.2,337,62,0,17,11,17,89,9,1,0,1,0,1,0,0,0,0,1,25795,3340,46,9.2,359,80,0,11,17,17,32,9,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10539,27913,3313,45,9.0,338,88,0,15,16,25,25,13,0,0,0,0,0,0,0,0,0,1,29621,2471,46,9.2,373,70,0,16,15,21,32,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8841,4814,1939,11,2.2,49,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4857,2157,12,2.4,41,12,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6859,24049,4352,45,9.0,352,92,0,7,11,7,26,5,0,0,0,0,0,0,0,0,0,1,26726,2398,47,9.4,402,92,0,11,7,16,48,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10973,26480,2655,48,9.6,354,64,0,12,14,13,31,10,0,0,0,0,0,0,0,0,0,1,27521,3806,49,9.8,380,78,0,14,12,13,63,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
22200,50756,5196,74,14.8,159,0,0,43,27,107,0,0,1,1,3,3,0,0,2,0,0,0,47278,3628,72,14.4,188,0,0,27,43,58,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10625,25046,2756,44,8.8,312,90,0,11,14,16,35,10,0,0,0,0,0,0,0,1,1,1,27785,2545,45,9.0,305,73,0,14,11,14,25,10,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
954,43872,3437,69,13.8,159,0,0,29,38,61,55,0,0,0,1,1,0,0,0,0,0,0,47163,6858,71,14.2,162,0,0,38,29,98,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7404,35014,3508,51,10.2,353,114,0,22,9,41,62,5,1,0,3,1,1,1,0,1,2,1,23979,2174,42,8.4,300,58,0,9,22,17,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
5944,25310,2525,46,9.2,359,78,0,7,12,11,33,11,0,0,0,0,0,0,0,0,0,0,27544,3919,46,9.2,367,98,0,12,7,9,37,5,1,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16999,25783,4063,43,8.6,324,38,0,12,18,10,32,8,0,0,0,0,0,0,0,0,0,1,30496,4741,47,9.4,353,120,0,18,12,24,38,11,1,0,3,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
18959,25792,1782,46,9.2,312,117,0,8,13,11,71,13,1,0,1,1,0,0,0,1,2,1,27653,7108,48,9.6,355,66,0,13,8,14,32,9,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
53,28821,3496,49,9.8,457,88,0,9,4,11,45,19,1,0,2,0,1,1,0,1,1,1,22466,2296,47,9.4,378,85,0,4,9,6,110,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
6410,27845,5585,48,9.6,342,81,0,15,8,17,29,13,1,0,1,0,1,0,0,0,0,1,26402,3702,46,9.2,378,105,0,8,15,10,29,8,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19724,27465,665,47,9.4,365,77,0,12,4,20,35,13,0,0,1,0,1,0,0,1,1,0,25223,3348,44,8.8,413,88,0,4,12,8,39,12,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3516,26189,2409,44,8.8,312,78,0,11,22,13,22,8,0,0,0,0,0,0,0,0,0,0,32150,1990,49,9.8,355,110,0,22,11,25,27,3,1,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
19275,27692,3518,47,9.4,352,119,0,9,13,12,94,15,1,0,2,1,1,0,0,1,1,0,26913,6443,45,9.0,350,52,0,13,9,20,105,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20029,27026,3348,48,9.6,370,85,0,11,6,8,34,6,1,0,1,0,1,0,0,0,0,0,24126,2606,46,9.2,338,79,0,6,11,9,21,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11748,24005,3730,43,8.6,380,59,0,8,8,6,33,16,0,0,0,0,0,0,0,0,0,0,26764,5219,45,9.0,385,90,0,8,8,10,33,13,1,0,3,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
489,27576,4130,47,9.4,378,78,0,9,9,13,29,13,1,0,1,1,0,0,0,0,0,1,25054,3243,46,9.2,364,87,0,9,9,12,51,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
13145,26252,2937,44,8.8,319,73,0,11,15,16,35,6,0,0,0,0,0,0,0,0,1,0,28325,3495,46,9.2,347,68,0,15,11,13,39,15,1,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15935,23494,3504,44,8.8,274,84,0,6,21,9,24,11,0,0,0,0,0,0,0,0,0,1,30935,5769,50,10.0,386,88,0,21,6,30,137,8,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
