,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blue_top_lane_first_tower,blue_mid_lane_first_tower,blue_bot_lane_first_tower,red_top_lane_first_tower,red_mid_lane_first_tower,red_bot_lane_first_tower,blue_earth_dragon,blue_air_dragon,blue_fire_dragon,blue_water_dragon,blue_elder_dragon,red_earth_dragon,red_air_dragon,red_fire_dragon,red_water_dragon,red_elder_dragon,blueWins
21420,62031,5498,67,13.4,352,36,0,39,43,34,29,1,1,1,5,3,1,1,1,0,1,0,64141,8341,71,14.2,345,67,0,43,39,27,39,0,0,0,5,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
18527,26600,3767,46,9.2,325,72,0,14,10,27,51,10,0,0,0,0,0,0,0,0,0,0,27822,2162,47,9.4,380,124,0,10,14,12,102,8,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8883,27248,3883,48,9.6,372,80,0,11,9,10,51,20,1,0,1,0,1,0,0,1,1,1,24861,2211,45,9.0,370,64,0,9,11,17,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24203,28059,2463,46,9.2,297,80,0,15,12,17,30,5,0,0,0,0,0,0,0,1,1,0,25809,3019,43,8.6,333,64,0,12,15,10,30,7,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12499,25859,4409,45,9.0,361,83,0,10,9,17,39,11,1,0,1,0,0,1,0,0,0,0,25217,2142,44,8.8,380,89,0,9,10,9,39,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20359,23229,3269,43,8.6,313,83,0,8,18,10,109,9,0,0,0,0,0,0,0,0,0,0,29358,3818,48,9.6,350,88,0,18,8,26,33,6,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
26553,28465,4375,50,10.0,103,0,0,21,10,50,0,0,1,0,1,1,0,0,0,0,0,0,25181,2296,45,9.0,54,0,0,10,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21992,25891,6066,46,9.2,369,58,0,10,10,14,34,10,0,0,0,0,0,0,0,1,1,1,26237,4907,45,9.0,394,87,0,10,10,16,37,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
241,28820,1649,46,9.2,356,71,0,15,8,24,35,8,1,0,2,1,0,1,0,1,1,0,27762,3517,46,9.2,382,98,0,8,15,7,56,7,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10007,28103,1453,46,9.2,305,77,0,14,18,23,32,10,0,0,0,0,0,0,0,0,0,0,30483,7798,48,9.6,355,92,0,18,14,29,36,12,1,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22643,26582,2369,48,9.6,388,102,0,8,9,7,26,9,1,0,1,1,0,0,0,1,1,1,29600,3745,48,9.6,428,76,0,9,8,14,36,10,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16361,4995,1820,13,2.6,47,8,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4241,1841,10,2.0,32,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19200,23737,3602,46,9.2,320,84,0,7,10,7,23,13,0,0,0,0,0,0,0,1,1,1,26464,2709,48,9.6,387,91,0,10,7,9,28,8,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
17339,26132,3787,49,9.8,365,91,0,10,9,10,69,13,0,0,0,0,0,0,0,0,0,0,24250,2935,45,9.0,336,64,0,9,10,10,66,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1952,25218,3090,45,9.0,353,99,0,9,13,8,28,13,0,0,0,0,0,0,0,0,0,0,30023,5140,47,9.4,351,78,0,13,9,15,39,11,1,0,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6257,23578,2713,45,9.0,376,92,0,5,8,10,35,12,0,0,0,0,0,0,0,0,0,0,25814,1649,46,9.2,366,87,0,8,5,11,29,11,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1594,25462,1737,45,9.0,303,89,0,8,10,11,32,9,1,0,1,0,0,1,0,0,1,1,27147,2012,48,9.6,382,94,0,10,8,10,29,9,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14014,28398,3308,47,9.4,382,72,0,14,9,12,97,12,1,0,1,1,0,0,0,0,0,1,25012,2622,45,9.0,356,69,0,9,14,16,42,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1984,27286,1211,44,8.8,320,94,0,13,23,15,48,12,1,0,1,0,1,0,0,0,0,1,32290,2785,47,9.4,318,76,0,23,13,37,34,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16592,4506,2006,13,2.6,42,16,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3968,1968,10,2.0,24,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20937,48004,8469,74,14.8,170,0,0,34,33,89,0,0,0,0,2,2,0,0,0,0,0,0,47638,890,72,14.4,181,0,0,33,34,81,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1042,22612,2632,44,8.8,339,88,0,3,9,5,68,9,0,0,0,0,0,0,0,0,0,1,27537,3982,47,9.4,394,94,0,9,3,5,74,13,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21848,30473,2820,49,9.8,321,96,0,19,9,22,27,7,0,0,1,1,0,0,0,1,1,1,24421,2156,44,8.8,274,64,0,9,19,15,47,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18672,13319,2219,29,5.8,133,58,0,1,10,0,9,2,0,0,0,0,0,0,0,0,0,0,26334,6059,41,8.2,276,89,0,10,1,11,25,4,1,1,6,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1783,25544,3557,47,9.4,382,88,0,8,12,10,28,9,0,0,0,0,0,0,0,1,1,0,27793,3563,47,9.4,389,61,0,12,8,18,104,9,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
62,25016,3816,47,9.4,386,74,0,8,8,9,42,8,0,0,0,0,0,0,0,0,0,0,26470,1780,47,9.4,385,104,0,8,8,12,26,12,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,24081,1190,44,8.8,309,74,0,8,14,14,29,8,0,0,0,0,0,0,0,0,0,0,30099,6073,48,9.6,366,76,0,14,8,34,31,12,1,0,2,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22964,21287,3387,42,8.4,313,62,0,4,16,6,24,11,0,0,0,0,0,0,0,0,0,0,29240,4765,48,9.6,379,92,0,16,4,19,26,8,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3462,27308,5643,47,9.4,349,86,0,14,10,15,71,9,1,0,1,0,0,1,0,1,2,1,25900,2970,44,8.8,300,71,0,10,14,9,62,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12645,24984,2924,45,9.0,390,96,0,5,9,2,34,14,0,0,2,0,2,0,0,0,0,1,26696,3911,45,9.0,339,87,0,9,5,12,27,15,1,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26475,23826,2261,45,9.0,325,73,0,9,12,13,27,5,0,0,0,0,0,0,0,0,0,0,29511,4501,48,9.6,386,76,0,12,9,18,29,8,1,0,2,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14032,27907,6067,48,9.6,383,84,0,12,4,15,65,13,1,0,1,0,0,1,0,0,0,1,21437,2217,43,8.6,344,61,0,4,12,4,37,14,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2144,28252,2587,50,10.0,413,83,0,13,3,16,41,9,0,0,1,0,0,1,0,0,1,0,23223,3243,42,8.4,364,84,0,3,13,1,59,11,1,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
24467,29297,2660,48,9.6,361,104,0,9,7,9,197,11,0,0,2,1,1,0,0,1,2,1,28708,4346,50,10.0,381,106,0,7,9,9,36,10,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5852,27916,3036,42,8.4,302,45,0,15,16,24,28,4,1,0,1,0,0,1,0,0,0,1,28239,3424,46,9.2,342,93,0,16,15,20,32,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3665,21795,2505,42,8.4,281,64,0,7,22,4,17,7,0,0,0,0,0,0,0,0,0,0,33439,3808,49,9.8,327,71,0,22,7,29,29,4,1,0,4,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21313,26030,1547,45,9.0,335,52,0,12,17,10,22,7,0,0,1,0,1,0,0,0,0,1,29198,2440,47,9.4,355,92,0,17,12,15,31,10,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13797,24994,3174,47,9.4,393,100,0,7,10,9,35,15,0,0,0,0,0,0,0,1,1,0,24757,2847,47,9.4,382,68,0,10,7,16,38,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11180,23808,2743,45,9.0,346,97,0,7,16,7,33,16,0,0,0,0,0,0,0,0,0,1,27379,3783,49,9.8,330,98,0,16,7,15,127,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14587,24314,2779,45,9.0,340,80,0,7,8,5,97,16,0,0,0,0,0,0,0,1,1,1,25273,2318,47,9.4,339,81,0,8,7,8,71,16,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2271,50469,5499,75,15.0,172,0,0,40,27,108,15,0,0,1,3,3,0,0,1,0,0,0,45769,2284,70,14.0,150,0,0,27,40,74,32,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13812,27861,3401,46,9.2,367,80,0,10,11,15,24,12,1,0,2,0,1,1,0,0,0,1,27837,3452,47,9.4,397,91,0,11,10,11,28,9,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15672,26036,3067,47,9.4,357,92,0,10,7,12,29,8,0,0,0,0,0,0,0,0,0,0,23797,2567,44,8.8,369,70,0,7,10,9,34,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11783,27165,2440,47,9.4,330,103,0,11,8,15,62,7,1,0,1,1,0,0,0,1,2,1,23122,2792,44,8.8,335,68,0,8,11,7,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
24232,21643,2398,40,8.0,257,40,0,9,20,8,25,7,0,0,0,0,0,0,0,0,0,0,29083,7823,48,9.6,286,73,0,20,9,18,43,4,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21509,28154,3934,49,9.8,381,84,0,16,9,19,34,16,0,0,0,0,0,0,0,0,0,0,25198,3158,45,9.0,369,64,0,9,16,7,44,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17944,28417,2987,50,10.0,371,97,0,14,5,18,37,9,1,0,1,0,0,1,0,1,2,0,24425,1240,46,9.2,383,95,0,5,14,5,40,15,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
10428,27070,2887,44,8.8,332,79,0,13,14,27,30,11,0,0,0,0,0,0,0,1,2,0,29938,3423,47,9.4,330,95,0,14,13,29,37,9,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13710,29796,3946,50,10.0,407,103,0,15,9,11,27,10,0,0,1,0,0,1,0,0,1,0,25423,1883,43,8.6,345,61,0,9,15,11,31,9,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20713,29742,4050,48,9.6,343,84,0,15,15,14,60,7,0,0,1,1,0,0,0,0,0,1,28143,1618,46,9.2,296,104,0,15,15,20,21,11,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20322,26730,6080,49,9.8,335,83,0,11,7,12,11,6,1,0,1,1,0,0,0,0,0,0,22087,2787,44,8.8,311,68,0,7,11,12,22,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6543,29349,1594,48,9.6,336,110,0,14,12,16,29,7,0,0,0,0,0,0,0,1,2,1,26901,2861,44,8.8,347,70,0,12,14,12,30,9,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
7524,29760,1430,48,9.6,290,100,0,20,22,14,28,5,0,0,0,0,0,0,0,1,1,0,30721,3616,50,10.0,260,75,0,22,20,16,21,7,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13263,25226,953,45,9.0,334,92,0,7,10,8,63,8,1,0,1,0,1,0,0,1,2,1,26939,6889,48,9.6,366,89,0,10,7,18,23,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16213,29820,7977,45,9.0,315,62,0,18,7,22,25,8,1,1,6,5,0,1,1,1,1,1,19977,5442,35,7.0,218,54,0,7,18,4,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20547,32639,4209,50,10.0,395,96,0,19,8,21,34,8,1,0,3,1,1,1,0,0,0,1,21428,3008,41,8.2,271,58,0,8,19,5,29,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8327,46245,2072,70,14.0,169,0,0,25,31,51,0,0,0,1,2,2,0,0,1,0,0,0,47380,5449,74,14.8,189,0,0,31,25,80,6,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3449,31940,5005,51,10.2,356,72,0,24,6,29,32,6,1,0,1,0,1,0,0,1,2,0,20894,1119,43,8.6,275,44,0,6,24,3,30,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
22808,27767,4952,48,9.6,340,77,0,14,5,28,34,10,0,0,0,0,0,0,0,0,1,0,22989,939,43,8.6,368,87,0,5,14,2,24,7,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
13317,27048,2513,45,9.0,320,74,0,15,10,19,29,9,0,0,0,0,0,0,0,0,1,0,25978,1378,44,8.8,307,73,0,10,15,18,31,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
23452,21143,3108,42,8.4,269,67,0,6,16,8,29,3,0,0,0,0,0,0,0,0,0,0,29515,1245,47,9.4,322,68,0,16,6,16,32,3,1,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18718,27699,1619,46,9.2,393,78,0,9,4,16,31,10,1,0,1,0,1,0,0,1,2,1,22537,2577,43,8.6,349,82,0,4,9,3,32,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
10185,43346,2956,67,13.4,139,0,0,35,36,99,86,0,0,0,1,1,0,0,0,0,0,0,46623,2973,70,14.0,147,0,0,36,35,91,0,1,1,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22021,32955,4097,49,9.8,376,74,0,22,9,25,25,12,1,0,1,0,1,0,0,1,2,1,27131,3247,46,9.2,365,77,0,9,22,9,171,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
13185,25180,1915,45,9.0,403,95,0,4,8,7,27,11,0,0,1,0,0,1,0,0,0,1,27796,2246,47,9.4,382,81,0,8,4,13,40,15,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12952,24107,1427,42,8.4,291,80,0,8,22,14,44,8,0,0,0,0,0,0,0,0,0,0,32033,1463,47,9.4,349,66,0,22,8,31,105,11,1,0,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19924,25820,3465,46,9.2,395,59,0,9,15,10,26,6,1,0,1,0,0,1,0,1,1,0,27743,2358,48,9.6,333,88,0,15,9,19,27,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12560,31321,3121,47,9.4,373,71,0,13,13,17,32,13,1,0,2,0,1,1,0,0,0,0,28026,2901,49,9.8,387,87,0,13,13,15,37,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
413,38452,5172,65,13.0,239,81,0,14,22,24,24,1,0,0,1,0,1,0,0,1,1,0,43097,2135,65,13.0,199,59,0,22,14,21,19,2,1,0,5,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22414,24255,1560,47,9.4,410,94,0,4,3,6,67,10,1,0,1,0,0,1,0,1,1,0,23806,2131,45,9.0,386,99,0,3,4,6,60,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9367,28810,5207,48,9.6,327,70,0,15,13,15,31,5,0,0,1,0,1,0,0,0,0,1,27364,2709,47,9.4,310,69,0,13,15,14,31,11,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25027,24881,2276,46,9.2,373,76,0,9,8,15,31,16,0,0,0,0,0,0,0,1,2,0,27219,4056,46,9.2,424,96,0,8,9,6,57,9,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
14971,27261,3121,45,9.0,343,71,0,13,15,16,32,5,1,0,1,1,0,0,0,1,2,1,29405,3345,49,9.8,343,80,0,15,13,24,41,10,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16341,24060,2043,44,8.8,358,71,0,4,12,5,35,6,1,0,2,0,0,2,0,0,1,1,28587,3502,49,9.8,376,99,0,12,4,12,31,12,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21615,20330,3980,37,7.4,223,31,0,6,21,6,22,6,0,0,0,0,0,0,0,0,0,0,29714,2774,46,9.2,316,80,0,21,6,18,54,6,1,1,7,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19949,31128,948,47,9.4,301,67,0,22,14,26,36,8,1,0,2,0,1,1,0,1,2,1,28493,5653,47,9.4,356,78,0,14,22,32,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
8464,27993,3768,45,9.0,319,80,0,12,17,12,29,8,1,0,1,0,0,1,0,1,1,0,28142,2662,48,9.6,329,52,0,17,12,20,107,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
7385,23277,2287,43,8.6,265,76,0,10,22,8,23,4,0,0,0,0,0,0,0,0,0,0,30276,2786,49,9.8,313,116,0,22,10,27,32,7,1,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12088,28445,3352,48,9.6,412,90,0,10,8,5,53,7,1,0,2,1,1,0,0,0,1,1,24983,3323,46,9.2,362,75,0,8,10,11,32,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
23396,24414,1444,42,8.4,319,76,0,7,20,17,30,14,0,0,0,0,0,0,0,0,0,0,31900,3795,46,9.2,323,86,0,20,7,37,46,11,1,0,4,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
21150,28623,4101,47,9.4,356,109,0,11,1,10,36,14,1,0,2,0,0,2,0,1,2,1,23037,1792,44,8.8,383,102,0,1,11,1,35,8,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
12506,28758,4773,46,9.2,355,100,0,12,4,15,30,14,0,0,1,0,0,1,0,0,1,1,22294,4194,43,8.6,347,64,0,4,12,5,108,11,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
24430,50323,5242,76,15.2,178,0,0,40,32,108,41,0,1,1,1,1,0,0,1,0,0,0,48368,2230,73,14.6,177,0,0,32,40,69,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22661,25247,5537,45,9.0,347,72,0,8,9,9,349,5,0,0,0,0,0,0,0,1,2,0,24358,3578,45,9.0,341,64,0,9,8,12,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
24738,21542,2532,44,8.8,307,83,0,5,9,7,62,5,0,0,0,0,0,0,0,1,1,0,26849,5859,46,9.2,377,86,0,9,5,10,93,5,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12247,22190,3220,43,8.6,365,52,0,2,13,2,138,10,0,0,0,0,0,0,0,0,0,0,29573,4523,49,9.8,395,92,0,13,2,12,40,15,1,0,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18768,27538,1798,48,9.6,335,66,0,15,9,20,31,8,1,0,1,0,1,0,0,1,2,1,24405,2895,46,9.2,321,57,0,9,15,9,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
14875,27711,2133,45,9.0,373,94,0,7,10,13,36,10,1,0,2,0,1,1,0,1,2,1,26362,1622,47,9.4,367,75,0,10,7,12,35,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
5321,44233,1418,70,14.0,159,0,0,24,43,44,0,0,0,0,0,0,0,0,0,0,0,0,50023,10173,77,15.4,187,0,0,43,24,98,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12617,24104,2735,42,8.4,345,75,0,7,20,3,55,7,0,0,1,0,1,0,0,0,0,1,30602,5227,51,10.2,384,75,0,20,7,23,122,10,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7915,24168,3028,43,8.6,314,69,0,9,20,8,31,16,0,0,0,0,0,0,0,1,1,1,31279,2944,50,10.0,370,90,0,20,9,22,36,15,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10887,24202,3075,46,9.2,354,84,0,5,13,1,29,6,0,0,1,0,0,1,0,0,0,0,28324,1819,49,9.8,370,78,0,13,5,10,104,10,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13552,26908,4273,47,9.4,395,79,0,10,5,10,32,8,0,0,0,0,0,0,0,1,2,1,24622,2997,45,9.0,381,77,0,5,10,6,24,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1523,28915,3525,47,9.4,379,74,0,14,8,14,27,16,1,0,2,2,0,0,0,0,0,1,23428,1718,44,8.8,332,56,0,8,14,11,38,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11203,18509,4384,36,7.2,206,56,0,5,12,5,15,2,0,0,0,0,0,0,0,0,0,0,29701,9741,44,8.8,345,89,0,12,5,14,26,3,1,1,7,5,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17799,29343,5858,47,9.4,388,81,0,15,5,13,29,5,1,0,2,1,0,1,0,0,0,1,21784,2374,43,8.6,329,68,0,5,15,4,37,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12081,24057,3035,46,9.2,349,69,0,8,14,12,36,15,0,0,0,0,0,0,0,1,1,0,27897,4712,46,9.2,371,64,0,14,8,19,38,16,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10090,23517,1867,45,9.0,351,85,0,6,7,6,31,11,0,0,0,0,0,0,0,1,1,0,25776,2166,46,9.2,372,78,0,7,6,10,33,8,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2634,29232,3992,48,9.6,357,91,0,17,12,18,37,9,0,0,0,0,0,0,0,0,0,1,26415,1980,45,9.0,316,72,0,12,17,15,35,6,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13315,24410,2980,45,9.0,391,64,0,7,6,13,41,15,0,0,0,0,0,0,0,0,0,0,23271,4506,45,9.0,347,60,0,6,7,8,29,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26157,28371,4196,47,9.4,330,66,0,17,11,22,39,13,1,0,1,0,1,0,0,0,0,1,26236,4406,46,9.2,340,109,0,11,17,12,40,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
